 000000">\n 	 : 1
 amproadshow"}}]},"shortcode":"BaG4yvngitf","edge_media_to_comment":{"count":1},"taken_at_timestamp":1507724652,"dimensions":{"height":1080,"width":1080},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/f018707d4a4cbd5fe2d8197b4df8b68f/5C17FCF2/t51.2885-15/e35/22344922_306806423121672_382335093881962496_n.jpg","edge_liked_by":{"count":45},"edge_media_preview_like":{"count":45},"owner":{"id":"3019829124"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/98631f28c2626bb1d758c7f8f04b30c9/5BFE6481/t51.2885-15/sh0.08/e35/s640x640/22344922_306806423121672_382335093881962496_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/02e88f4b0aec08f8d20b2d0d675bbe98/5BFC0D60/t51.2885-15/e35/s150x150/22344922_306806423121672_382335093881962496_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/d409514c37c34c02c61776e0b47a2d4a/5C049CD5/t51.2885-15/e35/s240x240/22344922_306806423121672_382335093881962496_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/e0660d8bd70aeecfacf6f691ae24b937/5C09C26D/t51.2885-15/e35/s320x320/22344922_306806423121672_382335093881962496_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/fa5b68d9d4afa54d3fff948eb3e09e12/5C165731/t51.2885-15/e35/s480x480/22344922_306806423121672_382335093881962496_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/98631f28c2626bb1d758c7f8f04b30c9/5BFE6481/t51.2885-15/sh0.08/e35/s640x640/22344922_306806423121672_382335093881962496_n.jpg","config_width":640,"config_height":640}],"is_video":false}},{"node":{"comments_disabled":false,"id":"1623212441423766869","edge_media_to_caption":{"edges":[{"node":{"text":"Glimpse 	 : 1
 amproadshow"}}]},"shortcode":"BaGzx2GDuVV","edge_media_to_comment":{"count":1},"taken_at_timestamp":1507722023,"dimensions":{"height":1079,"width":1080},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/f43a6ec96af3ace7e112b61419a0238a/5C0636FE/t51.2885-15/e35/22426743_713952172144594_75504782034337792_n.jpg","edge_liked_by":{"count":57},"edge_media_preview_like":{"count":57},"owner":{"id":"1272913352"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/6a77cea3f892e627ad76ff70bb5f7e30/5BF73BC4/t51.2885-15/sh0.08/e35/c0.0.1079.1079/s640x640/22426743_713952172144594_75504782034337792_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/4468498b9f09d9081e9ea8699a71aed5/5BF7EEC1/t51.2885-15/e35/c0.0.1079.1079/s150x150/22426743_713952172144594_75504782034337792_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/dd064c0798bd4159c6c6555625ca7871/5C04BF2C/t51.2885-15/e35/c0.0.1079.1079/s240x240/22426743_713952172144594_75504782034337792_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/8dc295e8dbb6bee84a8e78755549d5c1/5BFD623F/t51.2885-15/e35/c0.0.1079.1079/s320x320/22426743_713952172144594_75504782034337792_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/9647dc66394c79746ba61b94cb19ddf6/5BF3BB23/t51.2885-15/e35/c0.0.1079.1079/s480x480/22426743_713952172144594_75504782034337792_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/6a77cea3f892e627ad76ff70bb5f7e30/5BF73BC4/t51.2885-15/sh0.08/e35/c0.0.1079.1079/s640x640/22426743_713952172144594_75504782034337792_n.jpg","config_width":640,"config_height":640}],"is_video":false}},{"node":{"comments_disabled":false,"id":"1622415125171150733","edge_media_to_caption":{"edges":[{"node":{"text":"A 	 : 1
 mapletree 	 : 1
 businesscity 	 : 1
 mygollywow 	 : 1
 thisisyourtime 	 : 1
 thisismytime"}}]},"shortcode":"BaD-fXeDB-N","edge_media_to_comment":{"count":0},"taken_at_timestamp":1507626976,"dimensions":{"height":750,"width":750},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/6a6c09b9205cf625ff0f587e068ed6e5/5C05491E/t51.2885-15/e35/22352533_153073661959217_4498154506487332864_n.jpg","edge_liked_by":{"count":5},"edge_media_preview_like":{"count":5},"owner":{"id":"2373479714"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/1d120099841c89985080c023be5eab2b/5C1A12FB/t51.2885-15/sh0.08/e35/s640x640/22352533_153073661959217_4498154506487332864_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/f0fd8d0039b14bffeea390cb984a0512/5C0DA25C/t51.2885-15/e35/s150x150/22352533_153073661959217_4498154506487332864_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/4fe904d464983db3226f8daf11f1bd34/5C000B16/t51.2885-15/e35/s240x240/22352533_153073661959217_4498154506487332864_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/f325ccb67d25817bdb2020df24f14269/5C3622AC/t51.2885-15/e35/s320x320/22352533_153073661959217_4498154506487332864_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/895d08e10b6a64c1ea554a6dadc0f8d3/5C0C9BF6/t51.2885-15/e35/s480x480/22352533_153073661959217_4498154506487332864_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/1d120099841c89985080c023be5eab2b/5C1A12FB/t51.2885-15/sh0.08/e35/s640x640/22352533_153073661959217_4498154506487332864_n.jpg","config_width":640,"config_height":640}],"is_video":false}}]},"edge_hashtag_to_top_posts":{"edges":[{"node":{"id":"1850840940034530198","edge_media_to_caption":{"edges":[{"node":{"text":"Vamos 	 : 1
 amproadshow"}}]},"shortcode":"BmvggdeghuW","edge_media_to_comment":{"count":0},"taken_at_timestamp":1534857455,"dimensions":{"height":1080,"width":1080},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/a2ee92a4092e9c617725e8d04d5fe5f4/5BF65876/t51.2885-15/e35/38882091_459440594534123_5518487969779941376_n.jpg","edge_liked_by":{"count":58},"edge_media_preview_like":{"count":58},"owner":{"id":"1332724540"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/2ea9c1e9710e435a0b961da82ad589d9/5C078F93/t51.2885-15/sh0.08/e35/s640x640/38882091_459440594534123_5518487969779941376_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/34f99c9ce8ce52e4f4ca82165c45ad1e/5C169834/t51.2885-15/e35/s150x150/38882091_459440594534123_5518487969779941376_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/21fa496c3fd0ee9acb5bbb2519134326/5C37057E/t51.2885-15/e35/s240x240/38882091_459440594534123_5518487969779941376_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/172d1334d7959108bbd52d802d3ac2f2/5BF82FC4/t51.2885-15/e35/s320x320/38882091_459440594534123_5518487969779941376_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/cd3711ec70b188ddaddabd15cff02d21/5BFC319E/t51.2885-15/e35/s480x480/38882091_459440594534123_5518487969779941376_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/2ea9c1e9710e435a0b961da82ad589d9/5C078F93/t51.2885-15/sh0.08/e35/s640x640/38882091_459440594534123_5518487969779941376_n.jpg","config_width":640,"config_height":640}],"is_video":false}},{"node":{"id":"1850852910218660245","edge_media_to_caption":{"edges":[{"node":{"text":"Bwn 	 : 1
 SP"}}]},"shortcode":"BmvjOplFMmV","edge_media_to_comment":{"count":0},"taken_at_timestamp":1534858882,"dimensions":{"height":1080,"width":1080},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/1320edad5c7dbfc36c698a6e5fbdc72b/5C09D8AF/t51.2885-15/e35/39510021_254263768546764_3613531448423743488_n.jpg","edge_liked_by":{"count":42},"edge_media_preview_like":{"count":42},"owner":{"id":"182319008"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/b7c051e6f4a050ea2af636a36c2124c3/5BF4324A/t51.2885-15/sh0.08/e35/s640x640/39510021_254263768546764_3613531448423743488_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/297dba6fc16992019b58122e32e09834/5BF62CED/t51.2885-15/e35/s150x150/39510021_254263768546764_3613531448423743488_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/5201fac8af81369b9e7b2273464d4c11/5C1811A7/t51.2885-15/e35/s240x240/39510021_254263768546764_3613531448423743488_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/354d623b70cc76af5e7ad35621226e2d/5C17951D/t51.2885-15/e35/s320x320/39510021_254263768546764_3613531448423743488_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/d7c3d320ea5bb69603829bcc536dd6e5/5C045447/t51.2885-15/e35/s480x480/39510021_254263768546764_3613531448423743488_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/b7c051e6f4a050ea2af636a36c2124c3/5BF4324A/t51.2885-15/sh0.08/e35/s640x640/39510021_254263768546764_3613531448423743488_n.jpg","config_width":640,"config_height":640}],"is_video":false}},{"node":{"id":"1850841088170303544","edge_media_to_caption":{"edges":[{"node":{"text":"AMP 	 : 1
 amproadshow"}}]},"shortcode":"BmvgincFqA4","edge_media_to_comment":{"count":0},"taken_at_timestamp":1534857472,"dimensions":{"height":1080,"width":1080},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/b967befe372d32451c7486cd0e0818e8/5C36B3E1/t51.2885-15/e35/38905964_291264828331108_6659902166079111168_n.jpg","edge_liked_by":{"count":30},"edge_media_preview_like":{"count":30},"owner":{"id":"575216"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/408d1348466146b41dec4fb3723c2b15/5C06FB04/t51.2885-15/sh0.08/e35/s640x640/38905964_291264828331108_6659902166079111168_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/fcb14d143811b4735cc39ce14781f84f/5BFFA8A3/t51.2885-15/e35/s150x150/38905964_291264828331108_6659902166079111168_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/4514b7414e4315ff536d8eba22ec41bf/5C3944E9/t51.2885-15/e35/s240x240/38905964_291264828331108_6659902166079111168_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/c1e8deb1f84214a63332162097c7cf11/5C162953/t51.2885-15/e35/s320x320/38905964_291264828331108_6659902166079111168_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/4b8f3c5c1bfff5830708c48d08ad924f/5C387809/t51.2885-15/e35/s480x480/38905964_291264828331108_6659902166079111168_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/408d1348466146b41dec4fb3723c2b15/5C06FB04/t51.2885-15/sh0.08/e35/s640x640/38905964_291264828331108_6659902166079111168_n.jpg","config_width":640,"config_height":640}],"is_video":false}},{"node":{"id":"1850892193608753509","edge_media_to_caption":{"edges":[{"node":{"text":"No 	 : 1
 SP"}}]},"shortcode":"BmvsKTFl-Fl","edge_media_to_comment":{"count":0},"taken_at_timestamp":1534863565,"dimensions":{"height":1080,"width":1080},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/5605e049f385f56b75df792ba45ead17/5C37A1B3/t51.2885-15/e35/38685299_2172703082943743_386801846984900608_n.jpg","edge_liked_by":{"count":16},"edge_media_preview_like":{"count":16},"owner":{"id":"182319008"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/57b1b248e3ec31c96c2393420c09ae4f/5C371B56/t51.2885-15/sh0.08/e35/s640x640/38685299_2172703082943743_386801846984900608_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/a38c25f773e41e7712d62543ce488dbf/5BFCEFF1/t51.2885-15/e35/s150x150/38685299_2172703082943743_386801846984900608_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/9724ce5200d2d53858bba1e7c1fcc078/5C07ACBB/t51.2885-15/e35/s240x240/38685299_2172703082943743_386801846984900608_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/b8a7623c025b1d2ed8c216d4ec068b91/5C38AA01/t51.2885-15/e35/s320x320/38685299_2172703082943743_386801846984900608_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/75b78ba1af4a11b12166b8236fdb20e2/5C15D95B/t51.2885-15/e35/s480x480/38685299_2172703082943743_386801846984900608_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/57b1b248e3ec31c96c2393420c09ae4f/5C371B56/t51.2885-15/sh0.08/e35/s640x640/38685299_2172703082943743_386801846984900608_n.jpg","config_width":640,"config_height":640}],"is_video":false}},{"node":{"id":"1850855795321012340","edge_media_to_caption":{"edges":[{"node":{"text":"Imers\\u00e3o 	 : 1
 amproadshow"}}]},"shortcode":"Bmvj4oilQB0","edge_media_to_comment":{"count":0},"taken_at_timestamp":1534859226,"dimensions":{"height":1080,"width":1080},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/63137401c1b62f3d339d3f9c110fc9e5/5BFB9486/t51.2885-15/e35/39056909_550448775386931_3285389474493628416_n.jpg","edge_liked_by":{"count":4},"edge_media_preview_like":{"count":4},"owner":{"id":"245130806"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/37a5351ee234e47b0c105fb3b793d514/5C14D863/t51.2885-15/sh0.08/e35/s640x640/39056909_550448775386931_3285389474493628416_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/aa093cb0ae1a06ed163c9f193e52086f/5C14BCC4/t51.2885-15/e35/s150x150/39056909_550448775386931_3285389474493628416_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/0410441d4ddb183677c1af602d8f745c/5C0C0C8E/t51.2885-15/e35/s240x240/39056909_550448775386931_3285389474493628416_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/16b53c8a2b1fdd862abd2823bb74341d/5C007434/t51.2885-15/e35/s320x320/39056909_550448775386931_3285389474493628416_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/711805f69dc7759da364054f5134e22a/5C05766E/t51.2885-15/e35/s480x480/39056909_550448775386931_3285389474493628416_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/37a5351ee234e47b0c105fb3b793d514/5C14D863/t51.2885-15/sh0.08/e35/s640x640/39056909_550448775386931_3285389474493628416_n.jpg","config_width":640,"config_height":640}],"is_video":false}},{"node":{"id":"1850847837466714385","edge_media_to_caption":{"edges":[{"node":{"text":"S\\u00f3 	 : 1
 amproadshow"}}]},"shortcode":"BmviE1NgOER","edge_media_to_comment":{"count":0},"taken_at_timestamp":1534858277,"dimensions":{"height":1350,"width":1080},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/6340597a9d28689a890362ef80872252/5C058F6B/t51.2885-15/e35/38682332_293554694574151_2473330735004516352_n.jpg","edge_liked_by":{"count":14},"edge_media_preview_like":{"count":14},"owner":{"id":"6426298221"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/2a38d8fde9e76c554fce8f7d976177be/5C19CB28/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/38682332_293554694574151_2473330735004516352_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/bba298841eaef52b85445216d3da6dc5/5C3AD233/t51.2885-15/e35/c0.135.1080.1080/s150x150/38682332_293554694574151_2473330735004516352_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/625c784c6ba66da8a6a95579f2697ba8/5C098B79/t51.2885-15/e35/c0.135.1080.1080/s240x240/38682332_293554694574151_2473330735004516352_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/7a0c5706a960951fae31391ae7d258d6/5C00C2C3/t51.2885-15/e35/c0.135.1080.1080/s320x320/38682332_293554694574151_2473330735004516352_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/7fa98201ea3d23db94e07e76b6966e1d/5C020299/t51.2885-15/e35/c0.135.1080.1080/s480x480/38682332_293554694574151_2473330735004516352_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/2a38d8fde9e76c554fce8f7d976177be/5C19CB28/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/38682332_293554694574151_2473330735004516352_n.jpg","config_width":640,"config_height":640}],"is_video":false}},{"node":{"id":"1850835744055343456","edge_media_to_caption":{"edges":[{"node":{"text":"#amproadshow"}}]},"shortcode":"BmvfU2WA7lg","edge_media_to_comment":{"count":0},"taken_at_timestamp":1534856835,"dimensions":{"height":1080,"width":1080},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/4b7311b8baf80237e885b1a3f52d6871/5C184468/t51.2885-15/e35/39910195_323905868183889_8523692710098370560_n.jpg","edge_liked_by":{"count":6},"edge_media_preview_like":{"count":6},"owner":{"id":"4030671342"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/c5aba42a0b6296ca482fea8b9c92147e/5C0B6F8D/t51.2885-15/sh0.08/e35/s640x640/39910195_323905868183889_8523692710098370560_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/949026b6cb61b70c8b31af449f383d75/5C14B82A/t51.2885-15/e35/s150x150/39910195_323905868183889_8523692710098370560_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/dfeb32ebc841dae549003656c52e65d5/5C381360/t51.2885-15/e35/s240x240/39910195_323905868183889_8523692710098370560_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/27a1b621f6225874e3b5dddac41d067b/5C027ADA/t51.2885-15/e35/s320x320/39910195_323905868183889_8523692710098370560_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/5a200302afa3f69546a9448ff0f95e44/5C364180/t51.2885-15/e35/s480x480/39910195_323905868183889_8523692710098370560_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/c5aba42a0b6296ca482fea8b9c92147e/5C0B6F8D/t51.2885-15/sh0.08/e35/s640x640/39910195_323905868183889_8523692710098370560_n.jpg","config_width":640,"config_height":640}],"is_video":false}},{"node":{"id":"1850963652150542670","edge_media_to_caption":{"edges":[{"node":{"text":"Conferindo 	 : 1
 AMProadshow"}}]},"shortcode":"BYbCT1GlTko","edge_media_to_comment":{"count":0},"taken_at_timestamp":1504105763,"dimensions":{"height":1080,"width":1080},"display_url":"https://instagram.fgru3-2.fna.fbcdn.net/vp/cb6ae98b63f9f7e0426a039dcbee25ee/5C00C2EF/t51.2885-15/e35/21148083_471177029932999_3464106190416379904_n.jpg","edge_liked_by":{"count":24},"edge_media_preview_like":{"count":24},"owner":{"id":"3632616339"},"thumbnail_src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/9fc58abfd7043f38106d1a198569c0f3/5C01050A/t51.2885-15/sh0.08/e35/s640x640/21148083_471177029932999_3464106190416379904_n.jpg","thumbnail_resources":[{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/f4e7989a11cfee15f3cf967e6d0f1af9/5C1507AD/t51.2885-15/e35/s150x150/21148083_471177029932999_3464106190416379904_n.jpg","config_width":150,"config_height":150},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/41c8cad095c4f4a3fec6c7b5267cb9ed/5C0BB2E7/t51.2885-15/e35/s240x240/21148083_471177029932999_3464106190416379904_n.jpg","config_width":240,"config_height":240},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/3ec034d13a6cc63ea78576824a01aa68/5C08945D/t51.2885-15/e35/s320x320/21148083_471177029932999_3464106190416379904_n.jpg","config_width":320,"config_height":320},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/4449e7c3ce2b4f43881c2a44b01525df/5BFF3B07/t51.2885-15/e35/s480x480/21148083_471177029932999_3464106190416379904_n.jpg","config_width":480,"config_height":480},{"src":"https://instagram.fgru3-2.fna.fbcdn.net/vp/9fc58abfd7043f38106d1a198569c0f3/5C01050A/t51.2885-15/sh0.08/e35/s640x640/21148083_471177029932999_3464106190416379904_n.jpg","config_width":640,"config_height":640}],"is_video":false}}]},"edge_hashtag_to_content_advisory":{"count":0,"edges":[]}}}}]},"gatekeepers":{"sf":true,"ld":true,"seo":true,"seoht":true,"saa":true},"knobs":{"acct:ntb":0,"cb":0,"captcha":0},"qe":{"form_navigation_dialog":{"g":"","p":{}},"cred_man":{"g":"","p":{}},"iab":{"g":"control","p":{"has_open_app_ios":"false"}},"app_upsell_li":{"g":"","p":{}},"app_upsell":{"g":"test","p":{"has_no_animation":"true"}},"stale_fix":{"g":"","p":{}},"dash_for_vod":{"g":"","p":{}},"profile_header_name":{"g":"","p":{}},"bc3l":{"g":"","p":{}},"direct_conversation_reporting":{"g":"","p":{}},"general_reporting":{"g":"","p":{}},"reporting":{"g":"","p":{}},"acc_recovery_link":{"g":"","p":{}},"notif":{"g":"","p":{}},"fb_unlink":{"g":"","p":{}},"mobile_stories_doodling":{"g":"","p":{}},"mobile_cancel":{"g":"","p":{}},"show_copy_link":{"g":"","p":{}},"mobile_logout":{"g":"","p":{}},"p_edit":{"g":"","p":{}},"404_as_react":{"g":"","p":{}},"acc_recovery":{"g":"test","p":{"has_account_recovery_redesign":"true"}},"collections":{"g":"","p":{}},"comment_ta":{"g":"","p":{}},"su":{"g":"","p":{}},"disc_ppl":{"g":"","p":{}},"ebd_ul":{"g":"","p":{}},"ebdsim_li":{"g":"","p":{}},"ebdsim_lo":{"g":"","p":{}},"empty_feed":{"g":"","p":{}},"bundles":{"g":"","p":{}},"exit_story_creation":{"g":"","p":{}},"appsell":{"g":"","p":{}},"imgopt":{"g":"","p":{}},"follow_button":{"g":"","p":{}},"loggedout":{"g":"","p":{}},"loggedout_upsell":{"g":"control_without_new_loggedout_upsell_content_03_15_18","p":{"has_new_loggedout_upsell_content":"false"}},"msisdn":{"g":"","p":{}},"bg_sync":{"g":"","p":{}},"onetaplogin":{"g":"","p":{}},"login_poe":{"g":"","p":{}},"private_lo":{"g":"","p":{}},"profile_tabs":{"g":"","p":{}},"push_notifications":{"g":"","p":{}},"reg":{"g":"","p":{}},"reg_vp":{"g":"","p":{}},"report_media":{"g":"","p":{}},"report_profile":{"g":"","p":{}},"scroll_log":{"g":"","p":{}},"sidecar_swipe":{"g":"","p":{}},"su_universe":{"g":"","p":{}},"stale":{"g":"","p":{}},"stories_lo":{"g":"control_context_1","p":{"contextual_login_others":"false"}},"stories":{"g":"","p":{}},"tp_pblshr":{"g":"","p":{}},"video":{"g":"","p":{}},"gdpr_eu_tos":{"g":"","p":{}},"gdpr_row_tos":{"g":"control_05_01","p":{"tos_version":"row"}},"fd_gr":{"g":"","p":{}},"felix":{"g":"","p":{}},"felix_clear_fb_cookie":{"g":"","p":{}},"felix_creation_duration_limits":{"g":"","p":{}},"felix_creation_enabled":{"g":"","p":{}},"felix_creation_fb_crossposting":{"g":"","p":{}},"felix_creation_fb_crossposting_v2":{"g":"","p":{}},"felix_creation_validation":{"g":"","p":{}},"felix_creation_video_upload":{"g":"","p":{}},"felix_early_onboarding":{"g":"","p":{}},"pride":{"g":"","p":{}},"unfollow_confirm":{"g":"","p":{}},"profile_enhance_li":{"g":"","p":{}},"profile_enhance_lo":{"g":"","p":{}},"phone_confirm":{"g":"","p":{}},"comment_enhance":{"g":"","p":{}},"mweb_media_chaining":{"g":"","p":{}},"mweb_topical_explore":{"g":"","p":{}},"web_nametag":{"g":"","p":{}},"image_downgrade":{"g":"","p":{}},"image_downgrade_lite":{"g":"","p":{}},"follow_all_fb":{"g":"","p":{}},"lite_direct_upsell":{"g":"","p":{}},"web_loggedout_noop":{"g":"","p":{}},"stories_video_preload":{"g":"","p":{}},"lite_stories_video_preload":{"g":"","p":{}},"a2hs_heuristic_uc":{"g":"","p":{}},"a2hs_heuristic_non_uc":{"g":"","p":{}},"web_hashtag":{"g":"","p":{}},"header_scroll":{"g":"","p":{}},"rout":{"g":"","p":{}},"websr":{"g":"","p":{}},"web_lo_follow":{"g":"","p":{}},"web_share":{"g":"","p":{}},"lite_rating":{"g":"","p":{}},"web_embeds_share":{"g":"","p":{}},"web_share_lo":{"g":"","p":{}},"web_embeds_logged_out":{"g":"","p":{}},"sl":{"g":"","p":{}}},"hostname":"www.instagram.com","platform":"web","rhx_gis":"b9d7a25d3e0772990918069a0652bc21","nonce":"el43pg0gfP2Naj7aLpOZ5Q==","zero_data":{},"rollout_hash":"1ea1c140d95d","bundle_variant":"base","probably_has_app":false,"show_app_install":true};</script>\n 	 : 1
 googlebrasil 	 : 2
 fun 	 : 2
 seo 	 : 2
 performance 	 : 2
 conference 	 : 2
 ampproject 	 : 2
 amphtml 	 : 2
 AmpRoadshow, 	 : 2
 shanghai 	 : 2
 china 	 : 2
 googlehk 	 : 2
 gdg 	 : 2
 developers 	 : 2
 programmer 	 : 2
 programming 	 : 2
 coders 	 : 2
 java 	 : 2
 hkig 	 : 2
 hongkong 	 : 2
 trending 	 : 2
 trend 	 : 2
 lovemyjob 	 : 2
 luxury 	 : 2
 bestcompany 	 : 2
 bestjobever 	 : 2
 cgmarketing 	 : 2
 cgpr 	 : 2
 marketing 	 : 2
 munich 	 : 2
 ampid2017 	 : 2
 event 	 : 3
 digitalmarketing 	 : 3
 AMP 	 : 3
 developer 	 : 3
 googledevelopers 	 : 3
 AMProadshow 	 : 3
 web 	 : 3
 AMPRoadshow 	 : 8
 amp 	 : 11
 google 	 : 12
 amproadshow 	 : 26
