 000000">\n 	 : 1
 lionel\\n#love\\n#amor"}}]},"shortcode":"BnXGK34B0TK","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185824,"dimensions":{"height":937,"width":750},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/fae75ecb4691741b36f6376a1c8f8d58/5C1D021F/t51.2885-15/e35/41034921_748716488803935_7548453433300082340_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"8492945872"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/5e96510c320dd15da10121fe3f6ee908/5C1FE2AB/t51.2885-15/sh0.08/e35/c0.90.720.720/s640x640/41034921_748716488803935_7548453433300082340_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/be57a76406b25874f573f452fa2c7cbc/5C2EA3E2/t51.2885-15/e35/c0.90.720.720/s150x150/41034921_748716488803935_7548453433300082340_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/5c17aad36f319d53c48083636228f419/5C3655A8/t51.2885-15/e35/c0.90.720.720/s240x240/41034921_748716488803935_7548453433300082340_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/5ae6efed99e54b338da454e50684c4eb/5C157A12/t51.2885-15/e35/c0.90.720.720/s320x320/41034921_748716488803935_7548453433300082340_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/17bc01fba99ced1be5bf378f8a1ab3db/5C217648/t51.2885-15/e35/c0.90.720.720/s480x480/41034921_748716488803935_7548453433300082340_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/5e96510c320dd15da10121fe3f6ee908/5C1FE2AB/t51.2885-15/sh0.08/e35/c0.90.720.720/s640x640/41034921_748716488803935_7548453433300082340_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphSidecar","id":"1861984105388062240","edge_media_to_caption":{"edges":[{"node":{"text":"Nem 	 : 1
 amizade 	 : 1
 pravidatoda 	 : 1
 pets 	 : 1
 instapet 	 : 1
 campogrande 	 : 1
 campograndems 	 : 1
 cidademorena 	 : 1
 cgms 	 : 1
 ficaadicacg 	 : 1
 omelhordecg 	 : 1
 ms 	 : 1
 matogrossodosul 	 : 1
 dicascg"}}]},"shortcode":"BnXGK27FDYg","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185824,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/91a1cc43393937fb77b6b60d2cd507fd/5C213CC7/t51.2885-15/e35/39913439_689431948079864_541251879024837767_n.jpg","edge_liked_by":{"count":2},"edge_media_preview_like":{"count":2},"owner":{"id":"6237932256"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/c4539eb103e448e5b01f2fc90fc81b4b/5C1865B4/t51.2885-15/sh0.08/e35/s640x640/39913439_689431948079864_541251879024837767_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/e7aae404c31a987ca874d579ec3cb301/5C2FF455/t51.2885-15/e35/s150x150/39913439_689431948079864_541251879024837767_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/f994c2941953a8a18c8a8e2765481a20/5C1715E0/t51.2885-15/e35/s240x240/39913439_689431948079864_541251879024837767_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/5cb696970905c77c607e213319537424/5C32E258/t51.2885-15/e35/s320x320/39913439_689431948079864_541251879024837767_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/089809b3c5e5db7752ea47b36f5d9bfb/5C2D8F04/t51.2885-15/e35/s480x480/39913439_689431948079864_541251879024837767_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/c4539eb103e448e5b01f2fc90fc81b4b/5C1865B4/t51.2885-15/sh0.08/e35/s640x640/39913439_689431948079864_541251879024837767_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984101285573695","edge_media_to_caption":{"edges":[{"node":{"text":"Marque 	 : 1
 bibliasagrada 	 : 1
 biblia 	 : 1
 Deus\\u00c9bomEmTodoTempo 	 : 1
 espiritosanto 	 : 1
 jesus 	 : 1
 leaodejuda 	 : 1
 aslam 	 : 1
 viver 	 : 1
 firmes 	 : 1
 pai 	 : 1
 escrituras 	 : 1
 exodo 	 : 1
 leitores 	 : 1
 leitor 	 : 1
 leitoras 	 : 1
 vidaeterna 	 : 1
 peregrino 	 : 1
 teologia 	 : 1
 paginas 	 : 1
 apostolos"}}]},"shortcode":"BnXGKzGjTQ_","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185823,"dimensions":{"height":810,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/8d0b03dd479877467d36262a605c6388/5C24B998/t51.2885-15/e35/39894893_1771569452956066_7624053168275827391_n.jpg","edge_liked_by":{"count":1},"edge_media_preview_like":{"count":1},"owner":{"id":"8515719997"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/872fdfa30250dcffaec63650b409ab82/5C1881AF/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/39894893_1771569452956066_7624053168275827391_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/5aee180471dbfac1fa362f491445d869/5C38509B/t51.2885-15/e35/c135.0.810.810/s150x150/39894893_1771569452956066_7624053168275827391_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/8bd3de53553f4ca9b4d86e15c95c1348/5C39549D/t51.2885-15/e35/c135.0.810.810/s240x240/39894893_1771569452956066_7624053168275827391_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/d995b58e2dd0da58d9219c17a15afd28/5C3B86E3/t51.2885-15/e35/c135.0.810.810/s320x320/39894893_1771569452956066_7624053168275827391_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/5cb768fac993c1efd8ba219c53acd0d3/5C3089A4/t51.2885-15/e35/c135.0.810.810/s480x480/39894893_1771569452956066_7624053168275827391_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/872fdfa30250dcffaec63650b409ab82/5C1881AF/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/39894893_1771569452956066_7624053168275827391_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984101286756754","edge_media_to_caption":{"edges":[{"node":{"text":"\\"As 	 : 1
 shanti\\n#positivevibes 	 : 1
 zen 	 : 1
 pazeamor 	 : 1
 pazinterior 	 : 1
 pacific 	 : 1
 amo 	 : 1
 tor\\u00e7\\u00e3o 	 : 1
 yogaphotography 	 : 1
 yogini 	 : 1
 yogalife 	 : 1
 yoganatureza 	 : 1
 liberdade 	 : 1
 autoconhecimento 	 : 1
 autoestudo 	 : 1
 branco 	 : 1
 neve 	 : 1
 sensibilidade 	 : 1
 sensivel 	 : 1
 medita\\u00e7\\u00e3o 	 : 1
 buscavida"}}]},"shortcode":"BnXGKzGn0GS","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185823,"dimensions":{"height":795,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/69370d3d1b85c855f19157c393189308/5C37E570/t51.2885-15/e35/40785501_700545470309837_1060497571265229580_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"5555614114"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/21f0a8b522d47cddf24248817f3eca9a/5C2B324C/t51.2885-15/sh0.08/e35/c129.0.720.720/s640x640/40785501_700545470309837_1060497571265229580_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/0a443a8437ab0038467db965429a1bc2/5C2C0F46/t51.2885-15/e35/c129.0.720.720/s150x150/40785501_700545470309837_1060497571265229580_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/c3ec30cd97f55590bfa89b5a694e8365/5C18F60C/t51.2885-15/e35/c129.0.720.720/s240x240/40785501_700545470309837_1060497571265229580_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/eab5f5b5521569cbcb18b9659f6132dc/5C3746B6/t51.2885-15/e35/c129.0.720.720/s320x320/40785501_700545470309837_1060497571265229580_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/fd27774b23cd242d8cf982da88e0a2b3/5C1B39EC/t51.2885-15/e35/c129.0.720.720/s480x480/40785501_700545470309837_1060497571265229580_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/21f0a8b522d47cddf24248817f3eca9a/5C2B324C/t51.2885-15/sh0.08/e35/c129.0.720.720/s640x640/40785501_700545470309837_1060497571265229580_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984092008344773","edge_media_to_caption":{"edges":[{"node":{"text":".\\n.\\n.\\n.\\n.\\n#quotes 	 : 1
 verses"}}]},"shortcode":"BnXGKqdlezF","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185822,"dimensions":{"height":1101,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/e73de6bc0bf213455843002c8995ec4b/5C1E5C07/t51.2885-15/e35/40744067_1693090277483814_8431773323617158810_n.jpg","edge_liked_by":{"count":1},"edge_media_preview_like":{"count":1},"owner":{"id":"7945944074"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/85904c8fa31bb222a56487e604cf77df/5C379183/t51.2885-15/sh0.08/e35/c0.10.1080.1080/s640x640/40744067_1693090277483814_8431773323617158810_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/5987093c6746b80f85fc4366bf974dee/5C2CDFC4/t51.2885-15/e35/c0.10.1080.1080/s150x150/40744067_1693090277483814_8431773323617158810_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/c1808fe2e6e3f80c398ec40e02cec83b/5C35C1C2/t51.2885-15/e35/c0.10.1080.1080/s240x240/40744067_1693090277483814_8431773323617158810_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/b6e56fa2be243cb4da3c37ec1efe7b2a/5C2A5CBC/t51.2885-15/e35/c0.10.1080.1080/s320x320/40744067_1693090277483814_8431773323617158810_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/7d3f0ad302fb2c5e9adebb1d5e80a7a0/5C3B20FB/t51.2885-15/e35/c0.10.1080.1080/s480x480/40744067_1693090277483814_8431773323617158810_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/85904c8fa31bb222a56487e604cf77df/5C379183/t51.2885-15/sh0.08/e35/c0.10.1080.1080/s640x640/40744067_1693090277483814_8431773323617158810_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984093382954339","edge_media_to_caption":{"edges":[{"node":{"text":"#psicologia 	 : 1
 psiquiatria 	 : 1
 psi 	 : 1
 psic\\u00f3loga 	 : 1
 psicologa 	 : 1
 psicologos 	 : 1
 cerebro 	 : 1
 neurociencia 	 : 1
 neurocientista 	 : 1
 depress\\u00e3o 	 : 1
 autoestima 	 : 1
 paci\\u00eacia 	 : 1
 foco 	 : 1
 relacionamento 	 : 1
 comportamento 	 : 1
 resiliencia 	 : 1
 equilibrioemocional"}}]},"shortcode":"BnXGKrvhM1j","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185822,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/30398f0bdc756a65d40b33ce75959c5b/5C1C9CB8/t51.2885-15/e35/40226215_461590947694073_6962117660525834954_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"403598516"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/6ff3e637060e29fb5b35a99d906ca632/5C38255D/t51.2885-15/sh0.08/e35/s640x640/40226215_461590947694073_6962117660525834954_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/38b49610b0617639ea528afe13eaeb1c/5C14FAFA/t51.2885-15/e35/s150x150/40226215_461590947694073_6962117660525834954_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/ec3f5bdc13c514ddb443aee027e4aea4/5C26EAB0/t51.2885-15/e35/s240x240/40226215_461590947694073_6962117660525834954_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/fe93fcb7e6a8ceed4cea1037b3d04616/5C29300A/t51.2885-15/e35/s320x320/40226215_461590947694073_6962117660525834954_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/ef42d1d4446a4567b08e523711dd939b/5C211950/t51.2885-15/e35/s480x480/40226215_461590947694073_6962117660525834954_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/6ff3e637060e29fb5b35a99d906ca632/5C38255D/t51.2885-15/sh0.08/e35/s640x640/40226215_461590947694073_6962117660525834954_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984086463402771","edge_media_to_caption":{"edges":[{"node":{"text":"Detalhes 	 : 1
 neumajoias 	 : 1
 semijoias 	 : 1
 semijoiasdeluxo 	 : 1
 glamour 	 : 1
 cora\\u00e7\\u00e3o 	 : 1
 zirconia 	 : 1
 brilho 	 : 1
 colar 	 : 1
 tendencia 	 : 1
 novidades 	 : 1
 joias"}}]},"shortcode":"BnXGKlTFNMT","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185821,"dimensions":{"height":1080,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/302ebf69486a07baec8242f72b841bdd/5C16D65B/t51.2885-15/e35/40696857_322067215005840_6549143477065260893_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"3070186387"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/e3ec97ea2ac84d4a08876f7450e16830/5C17B7BE/t51.2885-15/sh0.08/e35/s640x640/40696857_322067215005840_6549143477065260893_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/73f4337bb9f6d7aa75a0f5e48163745d/5C240019/t51.2885-15/e35/s150x150/40696857_322067215005840_6549143477065260893_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/0e3238af8f0e6e59b57546b430485020/5C14E753/t51.2885-15/e35/s240x240/40696857_322067215005840_6549143477065260893_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/19379c0cb5c36f549f280f8007264d90/5C2011E9/t51.2885-15/e35/s320x320/40696857_322067215005840_6549143477065260893_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/eae2e02d3917791567809b4c3bb4a51e/5C1B63B3/t51.2885-15/e35/s480x480/40696857_322067215005840_6549143477065260893_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/e3ec97ea2ac84d4a08876f7450e16830/5C17B7BE/t51.2885-15/sh0.08/e35/s640x640/40696857_322067215005840_6549143477065260893_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984075028766385","edge_media_to_caption":{"edges":[{"node":{"text":".\\n.\\n. 	 : 1
 poesia 	 : 1
 novia 	 : 1
 verso 	 : 1
 novio 	 : 1
 teamo 	 : 1
 tequiero 	 : 1
 amigas 	 : 1
 couple 	 : 1
 tuyyo 	 : 1
 genial 	 : 1
 texto 	 : 1
 chicas 	 : 1
 mujer 	 : 1
 enamorada 	 : 1
 coffee"}}]},"shortcode":"BnXGKaphh6x","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185820,"dimensions":{"height":750,"width":750},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/fe1d9aa5647976719ca69370a0172872/5C3A19D6/t51.2885-15/e35/40215740_2151666735087718_7405301111706547621_n.jpg","edge_liked_by":{"count":7},"edge_media_preview_like":{"count":7},"owner":{"id":"7530968374"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/0d491ffad570069ddc122a295d089a5c/5C25AD6C/t51.2885-15/sh0.08/e35/s640x640/40215740_2151666735087718_7405301111706547621_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/f722a295c1eb8b1adbcdae818ffa6227/5C1A91E9/t51.2885-15/e35/s150x150/40215740_2151666735087718_7405301111706547621_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/6c1c51261dae4c3124ce845751879587/5C2AA9EF/t51.2885-15/e35/s240x240/40215740_2151666735087718_7405301111706547621_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/1dc8b1ee5d7c806b0bbf5965402f1233/5C318491/t51.2885-15/e35/s320x320/40215740_2151666735087718_7405301111706547621_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/2f1b356854f6f4a5d901d097fb665e1a/5C307FD6/t51.2885-15/e35/s480x480/40215740_2151666735087718_7405301111706547621_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/0d491ffad570069ddc122a295d089a5c/5C25AD6C/t51.2885-15/sh0.08/e35/s640x640/40215740_2151666735087718_7405301111706547621_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984071422752924","edge_media_to_caption":{"edges":[{"node":{"text":"FOCA 	 : 1
 feed\\n#fotografia 	 : 1
 inspira\\u00e7\\u00e3o 	 : 1
 poema 	 : 1
 sdv 	 : 1
 rtb 	 : 1
 fun 	 : 1
 followforfollow 	 : 1
 follow_me 	 : 1
 follower 	 : 1
 live 	 : 1
 like4likes 	 : 1
 liking 	 : 1
 diva 	 : 1
 inlove 	 : 1
 emagrecimento 	 : 1
 vemcomagente 	 : 1
 digitalmarketing 	 : 1
 infIuenciadordigital 	 : 1
 digitalinfluencer 	 : 1
 medidas 	 : 1
 corpo 	 : 1
 cuidados 	 : 1
 beleza 	 : 1
 bemestar 	 : 1
 Facebook 	 : 1
 tbr 	 : 1
 me 	 : 1
 selfie\\u2800"}}]},"shortcode":"BnXGKKsn8xx","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185818,"dimensions":{"height":750,"width":750},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/2cd98a11e5a6e034b20c96e7e63c7bf3/5C315C29/t51.2885-15/e35/40014380_204156386975279_3900356152350886538_n.jpg","edge_liked_by":{"count":4},"edge_media_preview_like":{"count":4},"owner":{"id":"5696814196"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/8b59b6494af2045e675167b353b70aa1/5C16DECC/t51.2885-15/sh0.08/e35/s640x640/40014380_204156386975279_3900356152350886538_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/be97dd0ac80673d9ec52f8aec6bef3c9/5C1B8C6B/t51.2885-15/e35/s150x150/40014380_204156386975279_3900356152350886538_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/7f269118ba44f25741ce125daf3ec9db/5C299821/t51.2885-15/e35/s240x240/40014380_204156386975279_3900356152350886538_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/f6c91fbee90714d405081d1ff1eb5f89/5C222D9B/t51.2885-15/e35/s320x320/40014380_204156386975279_3900356152350886538_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/ab5e2dc44742b7c4fdb62fbd336b58a1/5C30CFC1/t51.2885-15/e35/s480x480/40014380_204156386975279_3900356152350886538_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/8b59b6494af2045e675167b353b70aa1/5C16DECC/t51.2885-15/sh0.08/e35/s640x640/40014380_204156386975279_3900356152350886538_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984053109122364","edge_media_to_caption":{"edges":[{"node":{"text":"Feliz 	 : 1
 AmorDeIrm\\u00e3o 	 : 1
 Gabriel 	 : 1
 Sobrinho 	 : 1
 Fam\\u00edlia 	 : 1
 Amor 	 : 1
 TB 	 : 1
 Saudades"}}]},"shortcode":"BnXGKGPAuU8","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185817,"dimensions":{"height":810,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/d6a2a212efce500cc8bbcf40ccabb376/5C3A2F22/t51.2885-15/e35/40388181_106216040274886_2532265903219680616_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"231236408"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/232a2fdf010d6ef89155160f56b1807a/5C1F97F3/t51.2885-15/sh0.08/e35/c120.0.720.720/s640x640/40388181_106216040274886_2532265903219680616_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/93e8bad68e29c7b833312007cd577cff/5C3B3DF9/t51.2885-15/e35/c120.0.720.720/s150x150/40388181_106216040274886_2532265903219680616_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/48a9973d3a59195c0e3a95577d83f159/5C1604B3/t51.2885-15/e35/c120.0.720.720/s240x240/40388181_106216040274886_2532265903219680616_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/bc56392defcc00ccb7bdbcacfaaba583/5C28C209/t51.2885-15/e35/c120.0.720.720/s320x320/40388181_106216040274886_2532265903219680616_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/14d6629159134fb489447e5b315248b1/5C330B53/t51.2885-15/e35/c120.0.720.720/s480x480/40388181_106216040274886_2532265903219680616_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/232a2fdf010d6ef89155160f56b1807a/5C1F97F3/t51.2885-15/sh0.08/e35/c120.0.720.720/s640x640/40388181_106216040274886_2532265903219680616_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984051331948519","edge_media_to_caption":{"edges":[{"node":{"text":"\\u2764\\u2764\\u2764\\u2764\\u2764meu 	 : 1
 afilhada 	 : 1
 conversanozapzap 	 : 1
 meninasabida 	 : 1
 amor"}}]},"shortcode":"BnXGKElFV_n","edge_media_to_comment":{"count":0},"taken_at_timestamp":1536185817,"dimensions":{"height":608,"width":1080},"display_url":"https://scontent-gru2-2.cdninstagram.com/vp/a3e80568483ff50e820fdc157a0b9894/5C1D37FC/t51.2885-15/e35/40136498_529877524126500_3339801450812444861_n.jpg","edge_liked_by":{"count":0},"edge_media_preview_like":{"count":0},"owner":{"id":"328518360"},"thumbnail_src":"https://scontent-gru2-2.cdninstagram.com/vp/9c4d10c5c63345063ae2ebf2d4c2d836/5C2F7C95/t51.2885-15/e35/c236.0.608.608/40136498_529877524126500_3339801450812444861_n.jpg","thumbnail_resources":[{"src":"https://scontent-gru2-2.cdninstagram.com/vp/dcc6ef157637f1dd572a80f617acc65e/5C1C4B84/t51.2885-15/e35/c236.0.608.608/s150x150/40136498_529877524126500_3339801450812444861_n.jpg","config_width":150,"config_height":150},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/de4a0e89ef24646f36fc8271da6eaac9/5C3BA2CE/t51.2885-15/e35/c236.0.608.608/s240x240/40136498_529877524126500_3339801450812444861_n.jpg","config_width":240,"config_height":240},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/c78fc86b8989f98a4f7208cb3b7c386e/5C171574/t51.2885-15/e35/c236.0.608.608/s320x320/40136498_529877524126500_3339801450812444861_n.jpg","config_width":320,"config_height":320},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/092e3415674700cde8910ab0f73ecbf1/5C24FA2E/t51.2885-15/e35/c236.0.608.608/s480x480/40136498_529877524126500_3339801450812444861_n.jpg","config_width":480,"config_height":480},{"src":"https://scontent-gru2-2.cdninstagram.com/vp/9c4d10c5c63345063ae2ebf2d4c2d836/5C2F7C95/t51.2885-15/e35/c236.0.608.608/40136498_529877524126500_3339801450812444861_n.jpg","config_width":640,"config_height":640}],"is_video":false,"accessibility_caption":null}},{"node":{"comments_disabled":false,"__typename":"GraphImage","id":"1861984047698795029","edge_media_to_caption":{"edges":[{"node":{"text":"\\ud83d\\ude09\\ud83d\\ude06 	 : 1
 ensaiofotografico 	 : 1
 fotos 	 : 1
 ensaiogestante 	 : 1
 ensaio15anos 	 : 1
 nikon 	 : 1
 casal 	 : 1
 itabuna 	 : 1
 ilheus 	 : 1
 regiaosul 	 : 1
